$: |0| finalbitnum: |0| firstbitseller: |0|monero_last_rate: |0| num: |1.0|random_num: |0
$: |66.0784| finalbitnum: |50.92769271428572| firstbitseller: |58.107048999999996|monero_last_rate: |44.293710000000004| num: |186.0|random_num: |19.97971842291023
$: |66.0784| finalbitnum: |50.92769271428572| firstbitseller: |58.107048999999996|monero_last_rate: |44.293710000000004| num: |187.0|random_num: |18.053625782829346
$: |66.0784| finalbitnum: |50.92769271428572| firstbitseller: |58.107048999999996|monero_last_rate: |44.293710000000004| num: |188.0|random_num: |12.541871647947948
$: |66.0784| finalbitnum: |50.92769271428572| firstbitseller: |58.107048999999996|monero_last_rate: |44.293710000000004| num: |189.0|random_num: |14.937283268876737
$: |66.0784| finalbitnum: |50.927707| firstbitseller: |58.107048999999996|monero_last_rate: |44.293710000000004| num: |190.0|random_num: |10.88415350594094
$: |66.0784| finalbitnum: |50.927707| firstbitseller: |58.107048999999996|monero_last_rate: |44.293710000000004| num: |191.0|random_num: |15.74440183116685
$: |66.0784| finalbitnum: |50.927707| firstbitseller: |58.107048999999996|monero_last_rate: |44.293710000000004| num: |192.0|random_num: |11.320534354119522
$: |66.0784| finalbitnum: |50.92756414285715| firstbitseller: |58.107048999999996|monero_last_rate: |44.293710000000004| num: |193.0|random_num: |18.219613659368818
$: |66.0784| finalbitnum: |50.92772128571429| firstbitseller: |58.107048999999996|monero_last_rate: |44.293710000000004| num: |194.0|random_num: |10.4194638675547
$: |66.0784| finalbitnum: |50.927707| firstbitseller: |58.107048999999996|monero_last_rate: |44.293710000000004| num: |195.0|random_num: |13.654061366104715
$: |66.0784| finalbitnum: |50.930992714285715| firstbitseller: |58.107048999999996|monero_last_rate: |44.293710000000004| num: |196.0|random_num: |12.5624299959029
$: |66.0784| finalbitnum: |50.930992714285715| firstbitseller: |58.107048999999996|monero_last_rate: |44.293710000000004| num: |197.0|random_num: |11.202792675001515
$: |66.0784| finalbitnum: |50.931007| firstbitseller: |58.107048999999996|monero_last_rate: |44.293710000000004| num: |198.0|random_num: |10.634666872499697
$: |66.0784| finalbitnum: |50.933607| firstbitseller: |58.107048999999996|monero_last_rate: |44.293710000000004| num: |199.0|random_num: |10.454267535905279
$: |66.0784| finalbitnum: |50.93353557142857| firstbitseller: |58.107048999999996|monero_last_rate: |44.293710000000004| num: |200.0|random_num: |14.199153078669339
$: |66.0784| finalbitnum: |50.93353557142857| firstbitseller: |58.107048999999996|monero_last_rate: |44.293710000000004| num: |201.0|random_num: |14.448886857052557
$: |66.0784| finalbitnum: |50.723853| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |202.0|random_num: |16.13172766812415
$: |66.0784| finalbitnum: |50.723853| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |203.0|random_num: |13.269268742861142
$: |66.0784| finalbitnum: |50.723853| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |204.0|random_num: |19.598926381553646
$: |66.0784| finalbitnum: |50.729185| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |205.0|random_num: |17.87979798148605
$: |66.0784| finalbitnum: |50.729185| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |206.0|random_num: |15.960959858584651
$: |66.0784| finalbitnum: |50.729185| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |207.0|random_num: |11.91157625894385
$: |66.0784| finalbitnum: |50.729185| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |208.0|random_num: |11.532441593585263
$: |66.0784| finalbitnum: |50.729185| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |209.0|random_num: |14.36234337773109
$: |66.0784| finalbitnum: |50.729185| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |210.0|random_num: |10.196109613164646
$: |66.0784| finalbitnum: |50.729185| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |211.0|random_num: |14.01775995432802
$: |66.0784| finalbitnum: |50.74184171428571| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |212.0|random_num: |19.298735379216986
$: |66.0784| finalbitnum: |50.73513871428571| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |213.0|random_num: |15.482911836444888
$: |66.0784| finalbitnum: |50.73650971428571| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |214.0|random_num: |13.434713025462733
$: |66.0784| finalbitnum: |50.73650971428571| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |215.0|random_num: |15.898454392495992
$: |66.0784| finalbitnum: |50.73650971428571| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |216.0|random_num: |18.25485994030543
$: |66.0784| finalbitnum: |50.73650971428571| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |217.0|random_num: |19.914224532955483
$: |66.0784| finalbitnum: |50.73650971428571| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |218.0|random_num: |18.829690973947315
$: |66.0784| finalbitnum: |50.73650971428571| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |219.0|random_num: |19.821211433829284
$: |66.0784| finalbitnum: |50.73839557142857| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |220.0|random_num: |18.338718000025338
$: |66.0784| finalbitnum: |50.73839557142857| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |221.0|random_num: |13.362247088566267
$: |66.0784| finalbitnum: |50.73839557142857| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |222.0|random_num: |17.261257923594634
$: |66.0784| finalbitnum: |50.73839557142857| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |223.0|random_num: |13.247672493724071
$: |66.0784| finalbitnum: |50.73145314285714| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |224.0|random_num: |17.289596431625867
$: |66.0784| finalbitnum: |50.73145314285714| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |225.0|random_num: |10.237536807742666
$: |66.0784| finalbitnum: |50.73145314285714| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |226.0|random_num: |17.274592128987074
$: |66.0784| finalbitnum: |50.73145314285714| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |227.0|random_num: |14.026531223552967
$: |66.0784| finalbitnum: |50.73145314285714| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |228.0|random_num: |17.66161185679539
$: |66.0784| finalbitnum: |50.73145314285714| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |229.0|random_num: |12.181569517892894
$: |66.0784| finalbitnum: |50.73145314285714| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |230.0|random_num: |19.3611657510372
$: |66.0784| finalbitnum: |50.73145314285714| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |231.0|random_num: |17.90864390765111
$: |66.0784| finalbitnum: |50.73145314285714| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |232.0|random_num: |13.845705345766692
$: |66.0784| finalbitnum: |50.73145314285714| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |233.0|random_num: |19.681495693631177
$: |66.0784| finalbitnum: |50.73145314285714| firstbitseller: |58.03|monero_last_rate: |44.293710000000004| num: |234.0|random_num: |15.854724647967142
$: |66.0784| finalbitnum: |50.89089899999999| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |235.0|random_num: |13.24244010376649
$: |66.0784| finalbitnum: |50.89089899999999| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |236.0|random_num: |19.659950035502344
$: |66.0784| finalbitnum: |50.88947042857143| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |237.0|random_num: |16.187223712151145
$: |66.0784| finalbitnum: |50.88947042857143| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |238.0|random_num: |18.388108023559358
$: |66.0784| finalbitnum: |50.88947042857143| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |239.0|random_num: |15.859351059504643
$: |66.0784| finalbitnum: |50.88947042857143| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |240.0|random_num: |19.63311661732719
$: |66.0784| finalbitnum: |50.88947042857143| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |241.0|random_num: |17.256147377942213
$: |66.0784| finalbitnum: |50.88947042857143| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |242.0|random_num: |14.915484850032596
$: |66.0784| finalbitnum: |50.88947042857143| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |243.0|random_num: |14.971336995439161
$: |66.0784| finalbitnum: |50.826072857142854| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |244.0|random_num: |18.217499176674394
$: |66.0784| finalbitnum: |50.826072857142854| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |245.0|random_num: |13.120231165579474
$: |66.0784| finalbitnum: |50.826072857142854| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |246.0|random_num: |16.575228867534488
$: |66.0784| finalbitnum: |50.826072857142854| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |247.0|random_num: |18.471148797593305
$: |66.0784| finalbitnum: |50.826072857142854| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |248.0|random_num: |14.265242778853857
$: |66.0784| finalbitnum: |50.826072857142854| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |249.0|random_num: |18.199429583196892
$: |66.0784| finalbitnum: |50.826072857142854| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |250.0|random_num: |19.208792044502797
$: |66.0784| finalbitnum: |50.826072857142854| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |251.0|random_num: |18.710088975310413
$: |66.0784| finalbitnum: |50.79554028571428| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |252.0|random_num: |16.03730401192597
$: |66.0784| finalbitnum: |50.79554028571428| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |253.0|random_num: |13.531685254569172
$: |66.0784| finalbitnum: |50.79554028571428| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |254.0|random_num: |19.89255964303232
$: |66.0784| finalbitnum: |50.77861171428571| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |255.0|random_num: |11.819095092100621
$: |66.0784| finalbitnum: |50.77861171428571| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |256.0|random_num: |15.375560781966954
$: |66.0784| finalbitnum: |50.79289742857143| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |257.0|random_num: |12.556854041773871
$: |66.0784| finalbitnum: |50.79289742857143| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |258.0|random_num: |10.588875206958148
$: |66.0784| finalbitnum: |50.79289742857143| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |259.0|random_num: |12.573170052374104
$: |66.0784| finalbitnum: |50.79289742857143| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |260.0|random_num: |17.99414139289658
$: |66.0784| finalbitnum: |50.79289742857143| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |261.0|random_num: |11.337967369228322
$: |66.0784| finalbitnum: |50.79289742857143| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |262.0|random_num: |16.3359385661553
$: |66.0784| finalbitnum: |50.79289742857143| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |263.0|random_num: |15.143644866392542
$: |66.0784| finalbitnum: |50.79289742857143| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |264.0|random_num: |11.912768240724409
$: |66.0784| finalbitnum: |50.79289742857143| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |265.0|random_num: |18.784213486109078
$: |66.0784| finalbitnum: |50.79289742857143| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |266.0|random_num: |14.643303948078593
$: |66.0784| finalbitnum: |50.79289742857143| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |267.0|random_num: |10.749097618243246
$: |66.0784| finalbitnum: |50.79289742857143| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |268.0|random_num: |10.134345837229489
$: |66.0784| finalbitnum: |50.762206285714285| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |269.0|random_num: |12.619952674305186
$: |66.0784| finalbitnum: |50.762206285714285| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |270.0|random_num: |14.194598188813433
$: |66.0784| finalbitnum: |50.762206285714285| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |271.0|random_num: |18.34253668247186
$: |66.0784| finalbitnum: |50.762206285714285| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |272.0|random_num: |10.90075977121444
$: |66.0784| finalbitnum: |50.762206285714285| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |273.0|random_num: |11.493611225475219
$: |66.0784| finalbitnum: |50.762206285714285| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |274.0|random_num: |13.365047431790842
$: |66.0784| finalbitnum: |50.762206285714285| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |275.0|random_num: |10.782127380715204
$: |66.0784| finalbitnum: |50.762206285714285| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |276.0|random_num: |12.024113918596477
$: |66.0784| finalbitnum: |50.75398199999999| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |277.0|random_num: |16.2308900193132
$: |66.0784| finalbitnum: |50.75398199999999| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |278.0|random_num: |16.97298753794982
$: |66.0784| finalbitnum: |50.75398199999999| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |279.0|random_num: |16.19117185362716
$: |66.0784| finalbitnum: |50.75398199999999| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |280.0|random_num: |12.03667863412008
$: |66.0784| finalbitnum: |50.75398199999999| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |281.0|random_num: |14.815748793029094
$: |66.0784| finalbitnum: |50.75398199999999| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |282.0|random_num: |17.000388552494016
$: |66.0784| finalbitnum: |50.75398199999999| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |283.0|random_num: |18.12733390428663
$: |66.0784| finalbitnum: |50.77644071428571| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |284.0|random_num: |18.68100304613299
$: |66.0784| finalbitnum: |50.77644071428571| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |285.0|random_num: |19.577657284533117
$: |66.0784| finalbitnum: |50.77644071428571| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |286.0|random_num: |16.12468193152282
$: |66.0784| finalbitnum: |50.77644071428571| firstbitseller: |58.001675|monero_last_rate: |44.293710000000004| num: |287.0|random_num: |16.551109776745264
$: |66.0784| finalbitnum: |50.894246142857135| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |288.0|random_num: |13.795701205867452
$: |66.0784| finalbitnum: |50.894246142857135| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |289.0|random_num: |17.171564572272636
$: |66.0784| finalbitnum: |50.894246142857135| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |290.0|random_num: |11.252327659864088
$: |66.0784| finalbitnum: |50.894246142857135| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |291.0|random_num: |11.223099998542468
$: |66.0784| finalbitnum: |50.894246142857135| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |292.0|random_num: |19.04595118710278
$: |66.0784| finalbitnum: |50.881859999999996| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |293.0|random_num: |17.809865698684256
$: |66.0784| finalbitnum: |50.881859999999996| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |294.0|random_num: |18.764168800240007
$: |66.0784| finalbitnum: |50.894246142857135| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |295.0|random_num: |19.709366034780324
$: |66.0784| finalbitnum: |50.894246142857135| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |296.0|random_num: |11.616059463884106
$: |66.0784| finalbitnum: |50.894246142857135| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |297.0|random_num: |15.702501621240991
$: |66.0784| finalbitnum: |50.894246142857135| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |298.0|random_num: |10.743816162812031
$: |66.0784| finalbitnum: |50.894246142857135| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |299.0|random_num: |17.125979501783664
$: |66.0784| finalbitnum: |50.894246142857135| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |300.0|random_num: |15.4160558466124
$: |66.0784| finalbitnum: |50.896829999999994| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |301.0|random_num: |16.854156557525734
$: |66.0784| finalbitnum: |50.896829999999994| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |302.0|random_num: |12.19182025293518
$: |66.0784| finalbitnum: |50.896829999999994| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |303.0|random_num: |19.998542901507477
$: |66.0784| finalbitnum: |50.896829999999994| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |304.0|random_num: |16.284291922568823
$: |66.0784| finalbitnum: |50.896829999999994| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |305.0|random_num: |12.641795273367208
$: |66.0784| finalbitnum: |50.896829999999994| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |306.0|random_num: |16.78482143712122
$: |66.0784| finalbitnum: |50.896829999999994| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |307.0|random_num: |15.46451342699024
$: |66.0784| finalbitnum: |50.899829999999994| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |308.0|random_num: |12.95002812804916
$: |66.0784| finalbitnum: |50.899829999999994| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |309.0|random_num: |12.532814412056075
$: |66.0784| finalbitnum: |50.899829999999994| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |310.0|random_num: |11.547454489597904
$: |66.0784| finalbitnum: |50.899829999999994| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |311.0|random_num: |17.01031962807719
$: |66.0784| finalbitnum: |50.94322142857143| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |312.0|random_num: |18.315118123419897
$: |66.0784| finalbitnum: |50.93179285714286| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |313.0|random_num: |11.736292127670508
$: |66.0784| finalbitnum: |50.93179285714286| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |314.0|random_num: |10.433090400711801
$: |66.0784| finalbitnum: |50.93179285714286| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |315.0|random_num: |16.31668697870226
$: |66.0784| finalbitnum: |50.93179285714286| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |316.0|random_num: |17.97613534959969
$: |66.0784| finalbitnum: |50.93179285714286| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |317.0|random_num: |16.30957376342761
$: |66.0784| finalbitnum: |50.93179285714286| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |318.0|random_num: |16.08145103835235
$: |66.0784| finalbitnum: |50.93179285714286| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |319.0|random_num: |12.190154668252122
$: |66.0784| finalbitnum: |50.93179285714286| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |320.0|random_num: |16.43212295382785
$: |66.0784| finalbitnum: |50.94186428571428| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |321.0|random_num: |14.568319111800719
$: |66.0784| finalbitnum: |50.94186428571428| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |322.0|random_num: |17.211093607928802
$: |66.0784| finalbitnum: |50.94186428571428| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |323.0|random_num: |15.983241759535812
$: |66.0784| finalbitnum: |50.94186428571428| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |324.0|random_num: |14.565764068287532
$: |66.0784| finalbitnum: |50.94186428571428| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |325.0|random_num: |14.313051600995944
$: |66.0784| finalbitnum: |50.94186428571428| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |326.0|random_num: |15.279005909798782
$: |66.0784| finalbitnum: |50.94186428571428| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |327.0|random_num: |16.379159348541982
$: |66.0784| finalbitnum: |50.94186428571428| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |328.0|random_num: |12.457019468362185
$: |66.0784| finalbitnum: |50.94186428571428| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |329.0|random_num: |19.47652761116084
$: |66.0784| finalbitnum: |50.94186428571428| firstbitseller: |58.278808|monero_last_rate: |44.293710000000004| num: |330.0|random_num: |16.24550315590879
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |331.0|random_num: |12.836793357042072
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |332.0|random_num: |15.103478870130353
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |333.0|random_num: |19.96756885872339
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |334.0|random_num: |14.44703443863428
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |335.0|random_num: |12.4404204309677
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |336.0|random_num: |12.616959215676502
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |337.0|random_num: |16.12040073925968
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |338.0|random_num: |17.655029006106012
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |339.0|random_num: |11.387985515035014
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |340.0|random_num: |10.662097510758148
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |341.0|random_num: |19.137359200196727
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |342.0|random_num: |16.814870900208316
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |343.0|random_num: |17.814866500753133
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |344.0|random_num: |19.097680267593546
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |345.0|random_num: |13.491962452389217
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |346.0|random_num: |11.070955204259253
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |347.0|random_num: |13.821864000986741
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |348.0|random_num: |16.665412125091148
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |349.0|random_num: |19.43251136906764
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |350.0|random_num: |18.702526645614405
$: |66.0784| finalbitnum: |50.94622214285714| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |351.0|random_num: |16.01402731268992
$: |66.0784| finalbitnum: |50.94622214285714| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |352.0|random_num: |12.319005754677988
$: |66.0784| finalbitnum: |50.94622214285714| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |353.0|random_num: |16.74796015532516
$: |66.0784| finalbitnum: |50.94622214285714| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |354.0|random_num: |11.898595943390092
$: |66.0784| finalbitnum: |50.94622214285714| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |355.0|random_num: |11.526706119453337
$: |66.0784| finalbitnum: |50.94622214285714| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |356.0|random_num: |13.54786455565934
$: |66.0784| finalbitnum: |50.94622214285714| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |357.0|random_num: |18.223056836492045
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |358.0|random_num: |15.784805466299172
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |359.0|random_num: |11.43655079068461
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |360.0|random_num: |19.335806916132398
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |361.0|random_num: |13.813840031807965
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |362.0|random_num: |14.501377155152644
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |363.0|random_num: |13.541048614896555
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |364.0|random_num: |16.753617231031356
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |365.0|random_num: |14.944325327026991
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |366.0|random_num: |10.318457777694569
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |367.0|random_num: |18.663986385174745
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |368.0|random_num: |10.420693330730511
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |369.0|random_num: |15.889827555980096
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |370.0|random_num: |16.660541376781374
$: |66.0784| finalbitnum: |50.94859357142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |371.0|random_num: |15.560395140687174
$: |66.0784| finalbitnum: |51.00062271428571| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |372.0|random_num: |16.822973890271108
